month,year,state,Deaths, Cases,so2,no2,rspm/pm,precipitation,population density, Number of Rural Hospitals (Govt.),Number of Urban Hospitals (Govt.),Birth Rate,% with toilets,Humidity,Average temp
Dec,2016,Bihar,0.0,58.0,66.21784846912529,40.44527584634953,217.82469390227115,1.2,1111.1064054014382,565.0,107.73413281917291,34.07846822141967,63.2949359227294,52.53904020188408,19.124981688575303
Jan,2016,Chhattisgarh,0.0,11.0,10.107265977443957,24.904110094835104,117.675862330033,2.1,205.2959017074834,1903.0,121.73516838088223,37.32117253373743,81.88319866899324,47.703696284501916,18.891139066790554
Feb,2016,Chhattisgarh,0.0,7.0,9.73244574933549,22.693288913059433,102.48234805571832,27.9,204.31056372792946,1903.0,121.19677154970063,34.92649932274331,79.92447738016074,40.41010756786864,23.689493682605363
Mar,2016,Chhattisgarh,0.0,3.0,10.584055412051375,22.010120459468578,103.40729800898289,19.2,193.43477259240646,1903.0,121.00569324588884,26.677258689837664,81.65488570943417,36.42695805529689,27.72221600958151
Apr,2016,Chhattisgarh,0.0,3.0,11.095076730227689,20.843118569210592,99.17992744502958,16.2,189.6125281833298,1903.0,120.71322405465072,24.963901561365997,82.26706115126548,38.893351286452464,32.611766188260546
May,2016,Chhattisgarh,0.0,7.0,9.988686845833737,22.853018616987747,102.39964193409345,25.5,201.8635097996287,1903.0,120.37288166539862,30.07642214798075,79.42721143021811,26.450692081548627,36.74272732630662
Jun,2016,Chhattisgarh,0.0,15.0,11.282637550797414,25.220455054464107,104.18879899525005,102.7,195.46584862644326,1903.0,121.75451273758758,26.596409606644276,83.14138962619192,58.736761091715785,31.311309858445494
Jul,2016,Chhattisgarh,0.0,37.0,11.21824763600472,26.670543349582292,129.60251920306885,422.4,196.47362158804103,1903.0,120.85367336056802,28.28572913111247,79.55056033211525,77.36714563846834,28.266040926974085
Aug,2016,Chhattisgarh,0.0,97.0,8.868284723974766,23.56086160771762,99.2132409298924,327.6,203.97939927200358,1903.0,121.59808720791304,24.539489564506624,80.37285661551482,76.48061594233835,27.276959558484176
Sep,2016,Chhattisgarh,1.0,183.0,10.924157997583638,24.76880958911255,117.48450722443219,253.3,198.88718911157218,1903.0,121.36748377592205,29.90219925453082,81.55061199975619,77.27159314697329,27.784303130663396
Oct,2016,Chhattisgarh,0.0,41.0,12.526134723635566,28.388667812306114,131.55093163213607,74.6,190.5361972034251,1903.0,120.3222188220693,33.88475024603454,83.79826075041804,65.1873893333775,25.505203173988164
Nov,2016,Chhattisgarh,0.0,17.0,12.075559426845809,26.297357381641454,131.0277761969991,2.7,191.02605816037484,1903.0,121.25876582979738,28.087977283521436,83.34509918560238,49.03006363348177,23.717316084183107
Dec,2016,Chhattisgarh,0.0,13.0,12.388935977393169,26.26095912330752,125.04417973786225,0.6,190.14285529044497,1903.0,120.86223775932301,37.2884286573334,82.56819226145035,52.776012481577624,21.500418357954768
Jan,2016,Delhi,0.0,249.0,5.863317021745289,65.2399492604119,229.70414008486964,1.08,11321.030284059498,0.0,109.31010906073644,29.606244248612718,67.07686587081137,64.3340757213842,12.108517398949196
Feb,2016,Delhi,0.0,166.0,5.612764422825546,71.86111912709903,238.34784079024712,7.79,11334.06070983141,0.0,110.20998205207924,17.52192562469002,67.34832330268277,56.3640217822814,17.22990889012073
Mar,2016,Delhi,0.0,83.0,4.6778354399645075,73.11774716619516,173.03610178101215,29.56,11332.03554548545,0.0,110.29453563521756,22.955322992748577,68.63744159885417,43.65790183279756,21.495273879870744
Apr,2016,Delhi,0.0,83.0,7.625983100081478,74.28200167116238,230.78081283257276,19.72,11333.413444466858,0.0,109.59916766118839,19.518342026181553,68.76955871054564,42.275652568990566,29.978060497789944
May,2016,Delhi,0.0,166.0,6.395424704349908,68.83820685777833,231.9032728143954,0.92,11330.399046005,0.0,109.06501296721558,24.589776311353795,70.37550873808779,25.117554715427282,33.91183497340017
Jun,2016,Delhi,0.0,332.0,5.504420045523395,58.62023064962676,196.07007465409123,49.07,11326.322355173663,0.0,109.95871797663119,25.48068733785502,67.59941099301282,32.91686767708355,37.80762622047968
Jul,2016,Delhi,0.0,789.0,3.9942050919515237,49.49972848688009,160.31656984241044,121.85,11322.4967459763,0.0,109.43908482282652,28.686887993419532,68.3342182260536,58.58598545683003,33.96220233573372
Aug,2016,Delhi,2.0,2037.0,4.371108440568196,54.35221055604324,142.05775622317674,31.38,11335.133431190858,0.0,109.8184673126049,20.776845105758248,65.5767363784928,65.98696926749814,32.997603399840685
Sep,2016,Delhi,15.0,3824.0,4.474759032526067,57.592757785863824,177.00536922817886,23.14,11331.40845360454,0.0,109.93384889734729,22.846521840162218,69.26174865267582,43.345117812797994,29.74754241303936
Oct,2016,Delhi,15.0,873.0,8.465032027141824,74.64328966816961,246.17968251049342,0.32,11332.63474940462,0.0,109.8644434876889,30.141772584602755,66.7506211286511,36.131844089631564,26.24794175213574
Nov,2016,Delhi,6.0,374.0,14.050260287051053,96.46327830090387,314.86732157642695,0.3,11322.976107418719,0.0,109.50247709480126,18.55283429508171,69.82277697212744,42.917951740273175,20.159540357284207
Dec,2016,Delhi,4.0,291.0,6.123828115044006,96.7416308176825,336.05616963137646,0.0,11334.182112291923,0.0,109.7072168646093,18.751168846939176,69.39770696922875,35.291775295223864,14.613273066606878
Jan,2016,Goa,0.0,6.0,6.255723536682178,14.260511515121067,74.18393421468807,0.1,409.8900587211895,8.0,3.624009725539625,25.726247903159525,39.535761853939476,67.37241157928118,24.585731866454278
Feb,2016,Goa,0.0,4.0,6.4325738068323375,13.280777886012462,72.64915596154854,1.0,407.7280981131138,8.0,4.999949722958348,22.874793029112993,42.98763285111641,57.61043455166697,25.373369237302537
Mar,2016,Goa,0.0,2.0,6.786470391471948,11.164424499053455,65.45094853676864,0.3,405.54099458548967,8.0,4.761768527486466,19.746210817787006,43.07655854578355,70.34427427298263,27.033510514220218
Apr,2016,Goa,0.0,2.0,5.399114010415785,13.277161559536427,68.42642430790721,0.5,409.25022032226644,8.0,4.745558404962708,14.380434407752565,40.913802079589374,81.96663936202826,28.859371632591785
May,2016,Goa,0.0,4.0,6.228660546595288,10.907901291539613,54.583386843936886,26.9,395.31799267600167,8.0,4.944043367207458,20.120521925240823,39.95110356101391,86.58287587432162,29.783499227158654
Jun,2016,Goa,0.0,8.0,5.450137174754906,12.913110040828567,46.24606985980639,258.5,394.88320474406726,8.0,4.101898587320307,22.981656892170797,40.33701330573857,82.53581902617644,26.129331669686803
Jul,2016,Goa,0.0,20.0,3.9344522533180433,11.530303507472516,43.201008023393065,1354.7,394.0967680523998,8.0,3.4693052421556407,25.791340504886325,43.64490865388059,85.48462444158592,26.37679370431051
Aug,2016,Goa,0.0,51.0,4.69326967593945,9.439021032753775,38.08926717349698,702.6,394.8192489777428,8.0,3.7431281550163185,22.21094028974977,40.07431465802267,91.53942594961258,26.00831885917599
Sep,2016,Goa,0.0,96.0,5.094041480807194,11.850412560458714,49.11900316829568,436.7,403.23482363949626,8.0,4.700998433241891,16.459263411819244,41.49353994464259,93.68358669491593,26.77263625234782
Oct,2016,Goa,0.0,22.0,6.038022147852326,10.128310486763548,52.73160344855148,111.4,403.4090310072664,8.0,3.2051811628350477,16.633759167071492,43.66699548087129,85.11239201769034,27.445774999257242
Nov,2016,Goa,0.0,9.0,4.895108008596929,14.6400341873132,68.68769546540541,8.2,401.49982406503057,8.0,3.268007931894817,20.097072095926166,43.522901948213104,80.01346290759193,27.097436834221885
Dec,2016,Goa,0.0,7.0,6.22320423325665,12.16982369114877,71.24150187985985,12.0,408.7390481486824,8.0,4.363587504638223,15.210860078768077,43.59122935140789,63.19097217162319,26.131867394840853
Jan,2016,Gujarat,0.0,127.0,21.611806083600573,86.9721394106056,73.33579025889695,7.5,318.98930754888374,1476.0,77.5925887599527,23.234737940484784,64.93261228023859,53.87622060955428,19.451748949761864
Feb,2016,Gujarat,0.0,85.0,21.902007348136202,92.21620694927236,74.40901971135452,0.2,321.14008808255267,1476.0,77.97148715979212,33.95790604372837,67.06756160038876,30.645487009703864,24.697155615512347
Mar,2016,Gujarat,0.0,42.0,22.57849122759672,92.14129454837872,66.54602189860397,0.2,312.79564110998695,1476.0,78.6256414864339,22.81228146169912,69.09105906825734,25.040352788762323,28.579064700459046
Apr,2016,Gujarat,0.0,42.0,22.610270060437095,93.47887078217258,66.17033163893366,1.0,318.758958236504,1476.0,77.40245467956619,30.33745124839099,67.88936465901935,29.089443252898334,33.74050700689037
May,2016,Gujarat,0.0,85.0,24.967391069196335,86.9740947256914,71.13353537033275,1.3,323.2804150435085,1476.0,78.41813292648227,23.39809714593349,69.84556505310618,30.696778582639112,35.73666971536928
Jun,2016,Gujarat,0.0,170.0,22.622004428313645,85.40588102039564,54.84985932917245,12.2,323.67350511807075,1476.0,78.93381223323713,29.731268003988056,68.95075361403046,52.825230899590245,33.25887830793721
Jul,2016,Gujarat,0.0,404.0,25.97143941162956,84.69625200651122,45.26723893159966,341.8,322.4884135085283,1476.0,78.18751675655851,32.49802093417362,66.12713671364449,81.17340506470784,29.27363850225021
Aug,2016,Gujarat,1.0,1044.0,23.013498505302415,85.10301067849755,40.213599753551534,154.4,317.4997794554695,1476.0,78.49196906660377,26.855988723042906,68.7226977149318,75.16022183934274,28.364110147498582
Sep,2016,Gujarat,5.0,1960.0,22.846466133854513,88.39160315768468,40.14906362134269,268.6,314.2479855199672,1476.0,77.05809454186446,23.34821714195145,67.04735764266483,73.30482834913414,28.619578023214604
Oct,2016,Gujarat,2.0,447.0,21.13560214549075,86.25694394481059,47.2719200111316,3.5,311.13450073439196,1476.0,78.43785126980363,22.597126758248027,66.16026946974608,46.26055596670076,29.42593401229803
Nov,2016,Gujarat,0.0,191.0,21.971500606232453,84.37590310117183,53.899429485705504,1.5,314.3903851056085,1476.0,78.48375863163385,24.387020833100415,68.7621058177959,34.30796671813512,26.682031843569334
Dec,2016,Gujarat,0.0,149.0,25.072795341559264,107.75177959876876,62.275711423157624,0.0,323.7894318167858,1476.0,78.45420118613573,25.829209174510936,67.11606715659512,29.90367173249672,21.882172721978517
Jan,2016,Haryana,0.0,122.0,17.843131367544913,59.97933249856836,132.2648940897729,1.08,586.236718522103,61.0,94.16223979166233,24.012145256773252,28.40399638310291,63.340758985688545,12.69543496409026
Feb,2016,Haryana,0.0,81.0,19.370139452706372,84.83291251710531,143.8467983570888,7.79,582.7694479400265,61.0,94.1576127004086,25.18735175501288,28.845161355317142,55.524138669622026,17.271341270317983
Mar,2016,Haryana,0.0,40.0,15.181343263261033,82.88443044567647,80.45258511400144,29.56,587.3981513053469,61.0,94.07637303009139,34.30774992413965,28.036299272164953,56.020427956749,20.232032075529826
Apr,2016,Haryana,0.0,40.0,15.968443408587078,74.7231171654151,70.91004910524268,19.72,573.0622512593898,61.0,94.84012153481214,30.897170331175015,27.938614393249104,32.160658844260645,28.296057920197388
May,2016,Haryana,0.0,81.0,14.126429510527974,88.33581229263604,43.283196916602414,0.92,574.9566322169228,61.0,94.64648929824395,29.628682643588558,29.649258913434476,20.349840803528902,35.313288628876094
Jun,2016,Haryana,0.0,163.0,12.662049088085316,89.66479168464177,15.259293769201735,49.07,589.856044462332,61.0,93.06806285017838,31.638263178796056,27.56567152049123,35.6399053360244,35.203227876314195
Jul,2016,Haryana,0.0,387.0,13.108963064874244,92.99192439842726,10.858047826718412,121.85,573.3978723825962,61.0,93.39426763115762,23.529411535975807,28.448045061279753,69.83249446009707,31.503350265369402
Aug,2016,Haryana,0.0,999.0,12.80658905393172,96.54139275452414,41.21008584434266,31.38,575.6540429403367,61.0,94.16458816801126,24.145817535966103,27.83208666614697,57.57545488884486,30.67982129348672
Sep,2016,Haryana,4.0,1877.0,11.879320943030551,101.68267470821178,66.0832270064158,23.14,575.7091362833085,61.0,93.09846565497266,30.747258368042214,28.574748091568097,48.44617556802525,28.70340683145195
Oct,2016,Haryana,6.0,428.0,9.440393666502107,107.79195670239427,88.20681612634212,0.32,573.4568676472304,61.0,93.3147959970207,25.21830412817279,28.994885645036412,36.54078814349634,26.125706656951447
Nov,2016,Haryana,2.0,183.0,9.803167359814765,112.01277356544314,119.26154833575454,0.3,583.3449136429331,61.0,93.30390371871862,26.24334211602171,30.449653967054196,36.240510317824196,21.606076229482788
Dec,2016,Haryana,1.0,142.0,8.871495251827241,114.53677114722147,139.93599128389894,0.0,584.2449477003172,61.0,93.68361126337601,31.745756043199997,26.806615948509833,39.22837659331348,15.664450527651407
Jan,2016,Himachal Pradesh,0.0,12.0,3.745192591209868,15.66768159592461,96.62147935758512,66.3,135.52028402902567,98.0,53.171623231466036,19.04879588440891,16.11258848731054,48.040478754538086,9.929621089957559
Feb,2016,Himachal Pradesh,0.0,8.0,3.2190829489939907,14.66962439899842,85.27719945556183,118.6,134.9342785539777,98.0,54.17984571423624,20.443782672400054,14.512803005968092,57.98874405312965,13.11928415896043
Mar,2016,Himachal Pradesh,0.0,4.0,2.5146334067708027,12.021473652785602,77.24552540759218,118.4,126.57959032622277,98.0,54.78856686659729,22.89967817965526,15.497957958625825,65.01308291516534,16.074582896947156
Apr,2016,Himachal Pradesh,0.0,4.0,3.919280833557341,15.134003803728175,79.57381401912032,55.8,133.6716762948676,98.0,54.75678525817591,17.428488659117033,15.317041044629084,50.13072337795835,22.980534688734224
May,2016,Himachal Pradesh,0.0,8.0,2.7417140453843056,15.464625166225641,92.1351510970386,64.7,138.35438316265368,98.0,53.03018607588512,21.687297943215675,18.998226866814843,47.575801997368586,28.92929662601756
Jun,2016,Himachal Pradesh,0.0,16.0,3.088192666203808,17.613885047536847,86.50858864049675,54.4,127.04386759446852,98.0,53.07157885348467,23.225540055964633,16.399932649052314,53.97854495396115,29.311425715002397
Jul,2016,Himachal Pradesh,0.0,38.0,3.0600245963532657,14.504514305503521,77.68403297095153,214.4,138.2799509805408,98.0,53.692942697813116,23.013267423904452,15.609895101009785,85.1133560594317,27.676675278722385
Aug,2016,Himachal Pradesh,0.0,99.0,4.087847663136194,16.52762014029927,74.97017717873858,167.8,132.21930945248772,98.0,54.79605064951441,24.337087033738246,16.40790089587613,87.69052222663619,25.09414172856192
Sep,2016,Himachal Pradesh,1.0,186.0,4.111187131522503,15.766404462677027,72.39899523441774,86.5,132.74132512162697,98.0,54.4623104470407,25.637371903342157,17.572171790112264,75.03441593671408,24.161250433264502
Oct,2016,Himachal Pradesh,0.0,42.0,3.083824972430767,13.92255811976273,84.58170547472356,18.1,136.0157734501215,98.0,53.168946504929075,27.549947881049235,15.59615688738771,60.484390648273205,20.292633210472946
Nov,2016,Himachal Pradesh,0.0,18.0,3.9205985763688984,15.183453298525206,90.6610469787887,3.7,123.38996783948785,98.0,53.88673918562607,26.660952878514244,15.02331139266848,55.96980178236149,16.076585624315424
Dec,2016,Himachal Pradesh,0.0,14.0,3.9583689732853538,18.69177249296203,100.7947837303872,51.2,131.59117113112663,98.0,53.27210904544062,17.697264736436985,16.23512601196244,48.148324291724514,11.419241282638877
Jan,2016,Jammu & Kashmir,0.0,13.0,4.747006193261833,23.145708074378657,149.13344239106513,105.4,65.65033859970667,1402.0,567.2887195142224,23.5046200278694,82.57680135838238,44.78165224878026,-1.768056506272584
Feb,2016,Jammu & Kashmir,0.0,8.0,5.29270944331543,18.719549300121287,154.42380783397996,89.6,57.57820818467958,1402.0,568.1668930202807,25.520689278930657,84.29496727633696,57.3372454585257,0.9665442017908651
Mar,2016,Jammu & Kashmir,0.0,4.0,5.7292886396254215,23.68921199186433,120.46619707936263,214.5,65.26274830610642,1402.0,567.2186665441682,21.444930139469083,84.62047630822153,54.44892740142079,3.9616956702478303
Apr,2016,Jammu & Kashmir,0.0,4.0,6.368852699910592,20.258694072243635,107.2297555199337,106.7,68.88422880296012,1402.0,568.9383409338315,27.076451066505413,83.38178311349395,41.41721696772815,8.912378229324263
May,2016,Jammu & Kashmir,0.0,8.0,4.391377535200173,19.218595213563468,116.15258518239793,73.9,63.45416773715329,1402.0,568.3964985862871,20.116120351175933,86.47775089259889,26.747306433485743,12.431251898566906
Jun,2016,Jammu & Kashmir,0.0,17.0,3.8246945697835883,18.85659551402382,119.25533734480199,35.5,65.30433244069057,1402.0,568.916219977761,20.395489630407354,83.67088786041536,36.21893358007514,14.897198643671304
Jul,2016,Jammu & Kashmir,0.0,41.0,4.3509022184724255,17.238068765207068,116.77877749212958,100.5,68.45807387444515,1402.0,568.4548006936712,24.09804172368113,82.9321206185566,54.24837420543035,18.746395156342132
Aug,2016,Jammu & Kashmir,0.0,107.0,3.822313186296345,19.184645888503553,126.86716088059893,134.6,61.755314342795636,1402.0,567.8188743700313,21.84550576866127,85.06098300344253,60.2282126549533,18.767226253556796
Sep,2016,Jammu & Kashmir,0.0,201.0,3.8470523168650472,17.702689475708894,138.6195259266468,362.8,58.31963338490245,1402.0,568.9275812673155,19.207148385956263,82.6146811591399,46.11521304833428,13.247486475814544
Oct,2016,Jammu & Kashmir,0.0,45.0,4.759261882702397,20.616010656566786,140.55148990108748,32.3,66.46572940391928,1402.0,568.2844690318801,25.829610714953176,86.67170826722817,43.12924047023012,9.873049552369501
Nov,2016,Jammu & Kashmir,0.0,19.0,5.822350646042456,19.18444693095109,113.81144978161055,19.7,68.48383419943144,1402.0,568.0477138013837,23.773971100884363,82.89180028994438,40.70283323063838,4.945369659767126
Dec,2016,Jammu & Kashmir,0.0,15.0,4.324967435986086,20.360904264727477,126.24111716572833,3.2,69.8720798979871,1402.0,567.0425948558639,27.2649156790165,85.15387570843039,39.42303691574539,0.33764405120310315
Jan,2016,Jharkhand,0.0,19.0,12.794040937909214,38.732732883688776,155.59014100670979,9.9,422.900355531704,545.0,4.961402442135053,33.39702880022159,79.06402623814058,61.21053980254009,18.924159337206778
Feb,2016,Jharkhand,0.0,12.0,15.462220218846005,41.10014630250536,172.85942972229944,47.5,422.16541466775993,545.0,5.33230038998357,30.715492404293514,79.27019446786771,50.00856913500282,22.585404938586432
Mar,2016,Jharkhand,0.0,6.0,13.490950802846218,41.386895339846944,181.923635188564,22.9,420.6717083980289,545.0,5.917112289545947,35.62668571900004,80.61953640945623,45.647740493926904,26.151332377172068
Apr,2016,Jharkhand,0.0,6.0,20.837507364690694,43.26597153623684,166.34924489879475,1.9,429.4439265290246,545.0,5.363159001832054,30.98082875413404,78.30476906122507,43.58257454040874,31.44314451440733
May,2016,Jharkhand,0.0,12.0,20.596918445461547,41.89662553764918,163.34637133727662,98.2,426.75364978035,545.0,4.314889950340213,25.09309411110758,75.97269857413319,48.445238741677954,34.085394141070985
Jun,2016,Jharkhand,0.0,25.0,29.381677416958063,42.63735877160156,152.2415634690136,139.7,426.22459916253456,545.0,4.144068730497278,33.45623822691368,77.903527452959,58.63645671913274,32.79740533102173
Jul,2016,Jharkhand,0.0,60.0,28.976534897169465,40.89914716569965,107.84005360401858,321.3,430.44347766055495,545.0,4.230499344925751,32.84534535518659,76.34251221149353,80.13263993009427,28.257291576665796
Aug,2016,Jharkhand,0.0,156.0,32.03030223761315,38.764072508478385,130.28395255551632,290.9,420.4511331111821,545.0,5.4544338601741895,30.537810104286528,77.99998861340714,73.45235321421441,28.021124274088415
Sep,2016,Jharkhand,0.0,292.0,35.21089366300345,40.08480286304824,124.3119665391424,178.2,420.58964237075577,545.0,5.488482373533997,30.805824576579823,76.81973935906346,71.21333642486135,27.368602046524312
Oct,2016,Jharkhand,0.0,66.0,20.031388318722964,38.734158876622395,201.074176426811,44.9,420.67564729298095,545.0,4.5241058680232005,26.259625697115407,76.58807095368806,69.66952064209,25.00137445496088
Nov,2016,Jharkhand,0.0,28.0,20.57511019258587,39.403007822840664,220.44067828100697,0.0,427.6354243991416,545.0,4.65010833994415,32.13777623477351,76.09094598469929,52.97949596846399,22.598845211146706
Dec,2016,Jharkhand,0.0,22.0,19.206164973618527,39.76329499338393,212.08097470757713,1.2,425.8527499356316,545.0,4.367705535835284,28.178696013830525,77.1227320394865,52.812170256340195,20.18557986400297
Jan,2016,Karnataka,0.0,480.0,7.48631838869625,23.189730295701793,112.55746039388968,0.4,325.8531931518891,423.0,343.11296367433647,23.902420579579456,68.97035319766898,66.54349725676872,20.63312172383628
Feb,2016,Karnataka,0.0,320.0,8.746751585309235,24.07941884943781,123.59882416480274,8.6,330.5060703076957,423.0,342.94220502766666,22.323080681778507,70.51423170646837,54.95393505165591,21.08080361983947
Mar,2016,Karnataka,0.0,160.0,7.635830283618332,21.646142590498243,104.34786138255443,49.5,320.03142210704215,423.0,342.1927211292966,30.95204931677412,69.26769503714173,65.46784683576857,24.851555581874166
Apr,2016,Karnataka,0.0,160.0,7.637249596975273,18.849027021372727,104.98250957785608,104.7,319.3861066786222,423.0,343.4327236757039,23.601228648366888,71.73506987307712,55.753281042244495,27.43252534997216
May,2016,Karnataka,1.0,320.0,6.760937852283649,19.255042587929168,92.5752718426844,380.3,329.63039896289683,423.0,342.31065227565495,28.060780399251154,69.05378246381805,60.894202057014965,26.32290102574157
Jun,2016,Karnataka,0.0,640.0,6.1339593591871635,17.8506401946452,81.2063967721872,649.9,319.3244540546565,423.0,342.2801019598442,22.95704147317565,68.46552398626882,76.48856049748997,24.819828588322064
Jul,2016,Karnataka,3.0,1520.0,5.469482259581287,18.265013043652605,78.87940834106931,1576.5,328.92531513226055,423.0,342.37574524796895,21.804545007064043,67.83541829102383,79.41305904531973,23.140548484154433
Aug,2016,Karnataka,0.0,3920.0,6.852191668359626,16.235186023876786,68.00485361869183,1565.7,320.68702843498454,423.0,343.6532402898423,18.80402088770569,70.57628476271341,85.0862244785909,23.786429243904607
Sep,2016,Karnataka,5.0,7361.0,6.565318669007169,19.97724759498488,77.8737348423364,601.9,332.62697885596907,423.0,342.4920660009548,29.32466631610978,70.57912701718301,76.41561513913273,22.122219626976047
Oct,2016,Karnataka,0.0,1680.0,5.397071901785779,14.830557746467875,88.99666116230547,428.7,328.70436112107325,423.0,343.43699078206436,25.22283943671026,70.96259205713218,84.53677027221161,22.444584240324122
Nov,2016,Karnataka,0.0,720.0,5.778466698843008,20.658492523254125,83.17783170555724,77.9,319.36175802743435,423.0,343.42826802569647,22.06689960887107,67.21555770463151,93.32762196433715,20.8352754225766
Dec,2016,Karnataka,0.0,560.0,4.8389750464938714,19.72524966812356,101.37132769087494,60.6,327.9181971965673,423.0,342.49821936564075,24.44492213929476,68.95760262416246,85.79791372271963,20.837036837616125
Jan,2016,Kerala,0.0,537.0,5.246385354439289,14.816243084226016,59.80159218180448,4.6,870.8666717485124,9091.0,164.42082895324913,14.952064748921403,5.720370121312969,72.02672011816153,25.64354592954558
Feb,2016,Kerala,1.0,358.0,5.266759419716855,15.160756131536939,57.54514255335972,10.3,860.4781944101633,9091.0,165.53999355233876,14.979607717802134,7.70009441993577,80.36291397643943,26.57365003924753
Mar,2016,Kerala,1.0,179.0,4.626595357946542,17.790829404604082,58.801745387930346,17.9,863.6046648268263,9091.0,164.2949930928234,20.758795929888755,8.756469083035576,81.68376869345485,27.069412360075773
Apr,2016,Kerala,1.0,179.0,5.947307778043615,16.74172770940712,48.98214970183366,95.7,873.9459508225052,9091.0,164.74018563354775,19.66816334502468,9.800537571635981,86.31121438587309,28.24570287025532
May,2016,Kerala,2.0,358.0,4.107921036070992,15.777804060793022,50.139684850696554,251.0,860.5948103307946,9091.0,165.43802879649726,15.979267381525817,7.031961675514395,89.90491802845482,28.34648037524
Jun,2016,Kerala,8.0,717.0,4.454162744323478,16.871679361189564,46.383055266874905,454.4,876.6641353589315,9091.0,165.3520356054141,16.217731027250007,6.293360058924777,84.43476160989368,27.135292131923777
Jul,2016,Kerala,4.0,1703.0,4.548389642622697,15.279822743902946,40.95966512621192,677.8,864.8996620923194,9091.0,165.92668772884932,18.71259857206309,7.160216301187676,92.1008972424239,26.248886205233397
Aug,2016,Kerala,2.0,4393.0,4.725853545984701,16.146744927389104,45.94855964511004,733.9,876.8866423320188,9091.0,165.53126877530022,25.272839806415625,7.941130842126599,93.54854199795962,26.78629655232282
Sep,2016,Kerala,1.0,8248.0,5.299480700475838,17.141428225034126,44.72302980127234,298.8,875.6460341772281,9091.0,164.39843567061604,25.469960961638044,5.212864988101379,78.74856538413418,26.836137919328237
Oct,2016,Kerala,2.0,1882.0,4.4479398711255955,18.286116072591312,46.131504058155485,355.5,865.3826608678185,9091.0,165.97742370780995,18.607765192678087,8.149021277839289,77.76912362528503,27.12149504291836
Nov,2016,Kerala,1.0,806.0,4.128978897802709,16.958703541462466,49.3425498233527,99.5,872.941940785646,9091.0,165.2067648226526,19.44507558701014,7.7247773572496765,86.85997640491587,26.302072888259517
Dec,2016,Kerala,0.0,627.0,3.975611876781228,19.71612536451476,49.88196614194012,47.2,862.9424363481139,9091.0,164.4670821834378,26.346810777126304,10.016593284160543,82.91338912391555,26.090702281509117
Jan,2016,Madhya Pradesh,0.0,71.0,12.864607453727174,23.53594941436473,106.85330864356506,57.7,241.80341071250493,1157.0,382.2643155571103,30.57744685049277,76.53057485197151,64.26058515325342,15.94149081876372
Feb,2016,Madhya Pradesh,0.0,47.0,11.661193462515223,19.85890496754374,124.45647004187558,84.1,252.7601635203264,1157.0,383.4954010943025,38.730922291110204,75.10391111687987,42.94244026983881,21.278859017581727
Mar,2016,Madhya Pradesh,0.0,23.0,12.170177060336123,24.766126455900157,123.5924356174009,22.4,248.51250179436926,1157.0,382.8192699189549,36.54529299671137,78.72396470008788,38.30857034592281,25.62259923958614
Apr,2016,Madhya Pradesh,0.0,23.0,11.06304051796855,23.6645133712857,129.73067882599793,6.5,239.7337352869679,1157.0,383.48932341200646,31.992600832618454,76.92056819812991,27.872235007815878,32.830741863555986
May,2016,Madhya Pradesh,0.0,47.0,10.827235758417304,21.321212666213825,123.88853189005611,3.9,243.9799908308692,1157.0,383.45824340801823,34.059518278031746,74.29084555344528,31.544485980256947,36.93339649173643
Jun,2016,Madhya Pradesh,0.0,95.0,10.713873973211923,21.205861217769492,96.25072632396262,122.4,237.43072269707733,1157.0,382.3724056862213,28.070734333413288,78.75522276584137,55.228499759128496,32.44660186593061
Jul,2016,Madhya Pradesh,0.0,227.0,12.905894944886574,25.410769484107632,91.39312696442614,620.8,245.892385059181,1157.0,382.01777301496134,39.48116767592176,73.8886158807001,77.05535381272057,27.53844208476993
Aug,2016,Madhya Pradesh,0.0,585.0,12.455426149192766,21.827321005549923,87.6017280373664,442.8,243.94532887638667,1157.0,382.3535662366086,33.762600006353786,75.38862756162501,92.43045047504222,25.272354109445747
Sep,2016,Madhya Pradesh,1.0,1099.0,11.747739978457574,24.63033136205652,100.12539623830699,332.2,250.09776696337215,1157.0,382.3008739811719,28.91061508841933,77.39290952242115,65.97749882522045,26.48935221665662
Oct,2016,Madhya Pradesh,5.0,251.0,11.208033134067065,23.398924546093642,108.48571399786324,63.4,240.97488725535953,1157.0,382.86131246777956,34.73695964514909,76.0819123953126,43.77095568848411,26.31096555556859
Nov,2016,Madhya Pradesh,0.0,107.0,11.362852498792513,22.13279800500496,106.90488245090599,4.9,241.79831975465285,1157.0,382.8017866497059,35.91472279203043,76.43439664546332,52.63333302396241,23.56903690706269
Dec,2016,Madhya Pradesh,0.0,83.0,11.5794768380639,21.019706715635326,108.05026161242623,28.7,236.20998753400374,1157.0,383.4868759691472,32.77355721067177,77.9369076598109,45.390227443114824,18.597039356468766
Jan,2016,Maharashtra,0.0,210.0,20.352171806973885,46.50370772506363,116.16015735439237,3.1,369.35476121705136,309.0,864.6562563449058,29.53862599820286,55.27484907768222,54.39404756506383,23.172266478022575
Feb,2016,Maharashtra,1.0,140.0,20.16619361376183,36.9048811169123,119.74462780100956,6.2,367.75444174705507,309.0,864.7578783415951,19.383128408197877,59.34133624395157,57.3380194730244,25.326780166750286
